Participante,Identidad.de.genero,Escolarizacion,Estereotipia,Morfologia,item.nro,item.txt,Aceptabilidad
71,Mujer,secundario/universitario,1,2,40,hermanos,7
71,Mujer,secundario/universitario,1,3,41,maestros,3
71,Mujer,secundario/universitario,1,3,42,alumnos,2
71,Mujer,secundario/universitario,2,1,43,ingenieros,7
71,Mujer,secundario/universitario,2,1,44,arquitectos,7
71,Mujer,secundario/universitario,2,2,45,cocineros,1
71,Mujer,secundario/universitario,2,2,46,funcionarios,6
71,Mujer,secundario/universitario,2,3,47,enfermeros,3
71,Mujer,secundario/universitario,2,3,48,cirujanos,1
71,Mujer,secundario/universitario,3,1,49,carpinteros,7
71,Mujer,secundario/universitario,3,1,50,herreros,7
71,Mujer,secundario/universitario,3,2,51,porteros,7
71,Mujer,secundario/universitario,3,2,52,camioneros,7
71,Mujer,secundario/universitario,3,3,53,plomeros,1
71,Mujer,secundario/universitario,3,3,54,bomberos,1
72,Mujer,secundario/universitario,1,1,37,abuelos,1
72,Mujer,secundario/universitario,1,1,38,hijos,3
72,Mujer,secundario/universitario,1,2,39,niños,7
72,Mujer,secundario/universitario,1,2,40,hermanos,7
72,Mujer,secundario/universitario,1,3,41,maestros,7
72,Mujer,secundario/universitario,1,3,42,alumnos,7
72,Mujer,secundario/universitario,2,1,43,ingenieros,5
72,Mujer,secundario/universitario,2,1,44,arquitectos,1
72,Mujer,secundario/universitario,2,2,45,cocineros,7
72,Mujer,secundario/universitario,2,2,46,funcionarios,7
72,Mujer,secundario/universitario,2,3,47,enfermeros,7
72,Mujer,secundario/universitario,2,3,48,cirujanos,3
72,Mujer,secundario/universitario,3,1,49,carpinteros,2
72,Mujer,secundario/universitario,3,1,50,herreros,2
72,Mujer,secundario/universitario,3,2,51,porteros,2
72,Mujer,secundario/universitario,3,2,52,camioneros,3
72,Mujer,secundario/universitario,3,3,53,plomeros,2
72,Mujer,secundario/universitario,3,3,54,bomberos,2
73,Mujer,universitario,1,1,37,abuelos,1
73,Mujer,universitario,1,1,38,hijos,1
73,Mujer,universitario,1,2,39,niños,7
73,Mujer,universitario,1,2,40,hermanos,7
73,Mujer,universitario,1,3,41,maestros,7
73,Mujer,universitario,1,3,42,alumnos,7
73,Mujer,universitario,2,1,43,ingenieros,1
73,Mujer,universitario,2,1,44,arquitectos,1
73,Mujer,universitario,2,2,45,cocineros,7
73,Mujer,universitario,2,2,46,funcionarios,7
73,Mujer,universitario,2,3,47,enfermeros,7
73,Mujer,universitario,2,3,48,cirujanos,7
73,Mujer,universitario,3,1,49,carpinteros,1
73,Mujer,universitario,3,1,50,herreros,1
73,Mujer,universitario,3,2,51,porteros,7
73,Mujer,universitario,3,2,52,camioneros,7
73,Mujer,universitario,3,3,53,plomeros,7
73,Mujer,universitario,3,3,54,bomberos,7
74,Mujer,secundario/universitario,1,1,37,abuelos,4
74,Mujer,secundario/universitario,1,1,38,hijos,4
74,Mujer,secundario/universitario,1,2,39,niños,7
74,Mujer,secundario/universitario,1,2,40,hermanos,7
74,Mujer,secundario/universitario,1,3,41,maestros,7
74,Mujer,secundario/universitario,1,3,42,alumnos,7
74,Mujer,secundario/universitario,2,1,43,ingenieros,4
74,Mujer,secundario/universitario,2,1,44,arquitectos,4
74,Mujer,secundario/universitario,2,2,45,cocineros,7
74,Mujer,secundario/universitario,2,2,46,funcionarios,7
74,Mujer,secundario/universitario,2,3,47,enfermeros,7
74,Mujer,secundario/universitario,2,3,48,cirujanos,7
74,Mujer,secundario/universitario,3,1,49,carpinteros,4
74,Mujer,secundario/universitario,3,1,50,herreros,4
74,Mujer,secundario/universitario,3,2,51,porteros,7
74,Mujer,secundario/universitario,3,2,52,camioneros,7
74,Mujer,secundario/universitario,3,3,53,plomeros,7
74,Mujer,secundario/universitario,3,3,54,bomberos,7
75,Varon,universitario,1,1,37,abuelos,7
75,Varon,universitario,1,1,38,hijos,7
75,Varon,universitario,1,2,39,niños,1
75,Varon,universitario,1,2,40,hermanos,1
75,Varon,universitario,1,3,41,maestros,1
75,Varon,universitario,1,3,42,alumnos,1
75,Varon,universitario,2,1,43,ingenieros,7
75,Varon,universitario,2,1,44,arquitectos,7
75,Varon,universitario,2,2,45,cocineros,1
75,Varon,universitario,2,2,46,funcionarios,1
75,Varon,universitario,2,3,47,enfermeros,1
75,Varon,universitario,2,3,48,cirujanos,1
75,Varon,universitario,3,1,49,carpinteros,7
75,Varon,universitario,3,1,50,herreros,7
75,Varon,universitario,3,2,51,porteros,1
75,Varon,universitario,3,2,52,camioneros,1
75,Varon,universitario,3,3,53,plomeros,1
75,Varon,universitario,3,3,54,bomberos,1
